# CMB Lensing reconstruction noise forecast
# nlev_p = 3.3 uk-arcmin
# beam = 1.0 uk-arcmin
# lmax = 3000
# nx = 1024
# cosmology: bestfit plikHM_TT_lowTEB_lensing 
# columns are: ell // N_ell (TT-only) // N_ell (MV pol only: EE + EB) // N_ell (MV: TT + EE + TE + TB + EB)
# units of N_ell are [ell(ell + 1)]^2 /2/pi
# [GS] McGill University July 2017
# computed using the quicklens code (https://github.com/dhanson/quicklens) by Duncan Hanson.
#
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.200000000000000000e+01 3.930138995571460380e-08 9.184383335652109230e-09 5.998101265620516100e-09
2.300000000000000000e+01 3.924451326235512652e-08 9.169806870693464088e-09 5.989585483693615296e-09
2.400000000000000000e+01 3.918763656899564263e-08 9.155217223890676450e-09 5.981069701766714493e-09
2.500000000000000000e+01 3.913075987563616536e-08 9.140614352054381713e-09 5.972553919839813689e-09
2.600000000000000000e+01 3.907388318227668147e-08 9.125998211806335200e-09 5.964038137912912886e-09
2.700000000000000000e+01 3.901700648891720419e-08 9.111368759578378182e-09 5.955522355986012083e-09
2.800000000000000000e+01 3.901081892826650314e-08 9.109958370214089873e-09 5.955340345447059294e-09
2.900000000000000000e+01 3.900753095783430980e-08 9.109295804866115642e-09 5.955635054881568330e-09
3.000000000000000000e+01 3.900424298740211646e-08 9.108624251920305619e-09 5.955929764316078193e-09
3.100000000000000000e+01 3.900095501696992974e-08 9.107943720776023949e-09 5.956224473750588056e-09
3.200000000000000000e+01 3.899766704653773640e-08 9.107254220819532232e-09 5.956519183185097919e-09
3.300000000000000000e+01 3.899437907610554967e-08 9.106555761424019308e-09 5.956813892619607782e-09
3.400000000000000000e+01 3.899109110567335633e-08 9.105848351949611180e-09 5.957108602054116818e-09
3.500000000000000000e+01 3.898780313524116299e-08 9.105132001743404102e-09 5.957403311488626681e-09
3.600000000000000000e+01 3.898451516480897627e-08 9.104406720139479469e-09 5.957698020923136544e-09
3.700000000000000000e+01 3.898122719437678293e-08 9.103672516458931939e-09 5.957992730357646407e-09
3.800000000000000000e+01 3.897793922394459621e-08 9.102929400009890942e-09 5.958287439792155443e-09
3.900000000000000000e+01 3.897465125351240287e-08 9.102177380087543840e-09 5.958582149226665306e-09
4.000000000000000000e+01 3.897136328308020953e-08 9.101416465974154125e-09 5.958876858661175169e-09
4.100000000000000000e+01 3.896807531264802281e-08 9.100646666939086235e-09 5.959171568095685032e-09
4.200000000000000000e+01 3.896478734221582947e-08 9.099867992238832022e-09 5.959466277530194067e-09
4.300000000000000000e+01 3.896149937178364274e-08 9.099080451117028953e-09 5.959760986964703930e-09
4.400000000000000000e+01 3.895821140135144940e-08 9.098284052804481613e-09 5.960055696399213793e-09
4.500000000000000000e+01 3.895492343091925606e-08 9.097478806519186525e-09 5.960350405833723656e-09
4.600000000000000000e+01 3.897069665400102178e-08 9.102130569233675205e-09 5.964669256814537648e-09
4.700000000000000000e+01 3.898835920243108395e-08 9.107295333409123414e-09 5.969386976450821925e-09
4.800000000000000000e+01 3.900602175086115275e-08 9.112430507050256289e-09 5.974104696087106202e-09
4.900000000000000000e+01 3.902368429929121493e-08 9.117536211410119816e-09 5.978822415723390480e-09
5.000000000000000000e+01 3.904134684772127710e-08 9.122612567080197471e-09 5.983540135359675584e-09
5.100000000000000000e+01 3.905900939615134590e-08 9.127659693994896849e-09 5.988257854995959861e-09
